order_id,date,time
293,2015-01-05,17:58
294,2015-01-05,18:16
295,2015-01-05,18:20
296,2015-01-05,18:46
297,2015-01-05,19:02
298,2015-01-05,19:10
299,2015-01-05,19:34
300,2015-01-05,19:42
301,2015-01-05,19:45
302,2015-01-05,19:57
303,2015-01-05,20:02
304,2015-01-05,20:07
305,2015-01-05,20:35
306,2015-01-05,20:37
307,2015-01-05,21:45
308,2015-01-05,21:59
309,2015-01-06,11:39
310,2015-01-06,11:40
311,2015-01-06,11:57
312,2015-01-06,12:05
313,2015-01-06,12:09
314,2015-01-06,12:11
315,2015-01-06,12:17
316,2015-01-06,12:29
317,2015-01-06,12:31
318,2015-01-06,12:45
319,2015-01-06,12:46
320,2015-01-06,12:46
321,2015-01-06,12:56
322,2015-01-06,13:02
323,2015-01-06,13:05
324,2015-01-06,13:06
325,2015-01-06,13:07
326,2015-01-06,13:10
327,2015-01-06,13:10
328,2015-01-06,13:16
329,2015-01-06,13:22
330,2015-01-06,13:27
331,2015-01-06,13:43
332,2015-01-06,14:12
333,2015-01-06,14:16
334,2015-01-06,14:24
335,2015-01-06,14:24
336,2015-01-06,14:51
337,2015-01-06,15:03
338,2015-01-06,15:18
339,2015-01-06,15:25
340,2015-01-06,15:35
341,2015-01-06,15:35
342,2015-01-06,15:44
343,2015-01-06,15:45
344,2015-01-06,16:01
345,2015-01-06,16:01
346,2015-01-06,16:30
347,2015-01-06,16:37
348,2015-01-06,16:49
349,2015-01-06,17:25
350,2015-01-06,17:37
351,2015-01-06,17:37
352,2015-01-06,17:45
353,2015-01-06,17:59
354,2015-01-06,18:01
355,2015-01-06,18:14
356,2015-01-06,18:16
357,2015-01-06,18:27
358,2015-01-06,18:30
359,2015-01-06,18:33
360,2015-01-06,18:50
361,2015-01-06,19:12
362,2015-01-06,19:13
363,2015-01-06,19:20
364,2015-01-06,19:27
365,2015-01-06,19:37
366,2015-01-06,20:04
367,2015-01-06,20:05
368,2015-01-06,20:28
369,2015-01-06,20:30
370,2015-01-06,21:02
371,2015-01-06,21:15
372,2015-01-06,22:26
373,2015-01-07,11:45
374,2015-01-07,11:55
375,2015-01-07,11:58
376,2015-01-07,12:01
377,2015-01-07,12:03
378,2015-01-07,12:19
379,2015-01-07,12:25
380,2015-01-07,12:32
381,2015-01-07,12:33
382,2015-01-07,12:33
383,2015-01-07,12:43
384,2015-01-07,12:51
385,2015-01-07,12:54
386,2015-01-07,12:58
387,2015-01-07,13:03
388,2015-01-07,13:04
389,2015-01-07,13:10
390,2015-01-07,13:15
391,2015-01-07,13:25
392,2015-01-07,13:36
393,2015-01-07,13:48
394,2015-01-07,14:02
395,2015-01-07,14:11
396,2015-01-07,14:12
397,2015-01-07,14:31
398,2015-01-07,14:56
399,2015-01-07,15:47
400,2015-01-07,16:03
401,2015-01-07,16:08
402,2015-01-07,16:24
403,2015-01-07,16:26
404,2015-01-07,16:39
405,2015-01-07,16:44
406,2015-01-07,16:50
407,2015-01-07,16:56
408,2015-01-07,17:09
409,2015-01-07,17:15
410,2015-01-07,17:33
411,2015-01-07,17:58
412,2015-01-07,18:07
413,2015-01-07,18:11
414,2015-01-07,18:13
415,2015-01-07,18:16
416,2015-01-07,18:17
417,2015-01-07,18:24
418,2015-01-07,18:40
419,2015-01-07,19:02
420,2015-01-07,19:04
421,2015-01-07,19:21
422,2015-01-07,19:30
423,2015-01-07,19:45
424,2015-01-07,20:01
425,2015-01-07,20:21
426,2015-01-07,20:25
427,2015-01-07,21:49
428,2015-01-07,22:05
429,2015-01-07,22:16
430,2015-01-07,22:46
431,2015-01-08,11:17
432,2015-01-08,11:39
433,2015-01-08,11:49
434,2015-01-08,11:54
435,2015-01-08,12:06
436,2015-01-08,12:07
437,2015-01-08,12:07
438,2015-01-08,12:08
439,2015-01-08,12:13
440,2015-01-08,12:16
441,2015-01-08,12:16
442,2015-01-08,12:28
443,2015-01-08,12:34
444,2015-01-08,12:40
445,2015-01-08,12:57
446,2015-01-08,12:58
447,2015-01-08,13:02
448,2015-01-08,13:03
449,2015-01-08,13:04
450,2015-01-08,13:07
451,2015-01-08,13:19
452,2015-01-08,13:24
453,2015-01-08,13:27
454,2015-01-08,13:31
455,2015-01-08,13:39
456,2015-01-08,13:47
457,2015-01-08,13:59
458,2015-01-08,14:00
459,2015-01-08,14:14
460,2015-01-08,14:19
461,2015-01-08,14:21
462,2015-01-08,14:38
463,2015-01-08,14:40
464,2015-01-08,14:49
465,2015-01-08,14:55
466,2015-01-08,15:30
467,2015-01-08,15:33
468,2015-01-08,15:36
469,2015-01-08,15:37
470,2015-01-08,15:49
471,2015-01-08,16:20
472,2015-01-08,16:29
473,2015-01-08,16:41
474,2015-01-08,16:47
475,2015-01-08,17:15
476,2015-01-08,17:27
477,2015-01-08,17:30
478,2015-01-08,17:35
479,2015-01-08,17:37
480,2015-01-08,17:41
481,2015-01-08,17:41
482,2015-01-08,17:52
483,2015-01-08,17:54
484,2015-01-08,18:02
485,2015-01-08,18:07
486,2015-01-08,18:15
487,2015-01-08,18:30
488,2015-01-08,18:46
489,2015-01-08,18:48
490,2015-01-08,18:49
491,2015-01-08,19:01
492,2015-01-08,19:06
493,2015-01-08,19:31
494,2015-01-08,19:38
495,2015-01-08,19:42
496,2015-01-08,19:46
497,2015-01-08,19:49
498,2015-01-08,20:02
499,2015-01-08,21:10
500,2015-01-08,21:46
501,2015-01-08,21:51
502,2015-01-08,22:26
503,2015-01-09,11:16
504,2015-01-09,11:48
505,2015-01-09,11:55
506,2015-01-09,12:02
507,2015-01-09,12:06
508,2015-01-09,12:13
509,2015-01-09,12:13
510,2015-01-09,12:15
511,2015-01-09,12:18
512,2015-01-09,12:19
513,2015-01-09,12:22
514,2015-01-09,12:26
515,2015-01-09,13:07
516,2015-01-09,13:09
517,2015-01-09,13:09
518,2015-01-09,13:11
519,2015-01-09,13:15
520,2015-01-09,13:22
521,2015-01-09,13:43
522,2015-01-09,14:09
523,2015-01-09,14:42
524,2015-01-09,14:51
525,2015-01-09,15:08
526,2015-01-09,15:10
527,2015-01-09,15:23
528,2015-01-09,15:27
529,2015-01-09,15:31
530,2015-01-09,15:43
531,2015-01-09,15:58
532,2015-01-09,16:14
533,2015-01-09,16:28
534,2015-01-09,16:43
535,2015-01-09,17:08
536,2015-01-09,17:18
537,2015-01-09,17:23
538,2015-01-09,17:44
539,2015-01-09,17:51
540,2015-01-09,17:52
541,2015-01-09,18:07
542,2015-01-09,18:08
543,2015-01-09,18:23
544,2015-01-09,18:31
545,2015-01-09,18:46
546,2015-01-09,18:47
547,2015-01-09,18:49
548,2015-01-09,19:06
549,2015-01-09,19:06
550,2015-01-09,19:12
551,2015-01-09,19:26
552,2015-01-09,19:31
553,2015-01-09,20:14
554,2015-01-09,20:15
555,2015-01-09,20:18
556,2015-01-09,20:23
557,2015-01-09,20:30
558,2015-01-09,20:51
559,2015-01-09,21:10
560,2015-01-09,21:13
561,2015-01-09,21:47
562,2015-01-09,22:04
563,2015-01-09,22:19
564,2015-01-09,22:32
565,2015-01-10,12:11
566,2015-01-10,12:21
567,2015-01-10,12:27
568,2015-01-10,12:28
569,2015-01-10,12:37
570,2015-01-10,13:13
571,2015-01-10,13:14
572,2015-01-10,13:15
573,2015-01-10,13:39
574,2015-01-10,13:40
575,2015-01-10,13:41
576,2015-01-10,13:44
577,2015-01-10,13:45
578,2015-01-10,13:48
579,2015-01-10,13:51
580,2015-01-10,13:56
581,2015-01-10,14:13
582,2015-01-10,14:24
583,2015-01-10,14:33
584,2015-01-10,15:05
585,2015-01-10,15:58
586,2015-01-10,16:09
587,2015-01-10,16:32
588,2015-01-10,16:33
589,2015-01-10,17:12
590,2015-01-10,17:23
591,2015-01-10,17:32
592,2015-01-10,17:41
593,2015-01-10,17:48
594,2015-01-10,17:50
595,2015-01-10,18:12
596,2015-01-10,18:24
597,2015-01-10,18:32
598,2015-01-10,18:34
599,2015-01-10,18:34
600,2015-01-10,18:53
601,2015-01-10,18:58
602,2015-01-10,19:02
603,2015-01-10,19:03
604,2015-01-10,19:13
605,2015-01-10,19:23
606,2015-01-10,19:27
607,2015-01-10,19:36
608,2015-01-10,19:36
609,2015-01-10,19:39
610,2015-01-10,19:51
611,2015-01-10,19:58
612,2015-01-10,19:58
613,2015-01-10,20:10
614,2015-01-10,20:12
615,2015-01-10,20:14
616,2015-01-10,20:20
617,2015-01-10,20:27
618,2015-01-10,20:31
619,2015-01-10,20:41
620,2015-01-10,20:45
621,2015-01-10,20:49
622,2015-01-10,20:57
623,2015-01-10,21:21
624,2015-01-10,21:22
625,2015-01-10,21:50
626,2015-01-10,21:55
627,2015-01-10,22:18
628,2015-01-10,22:47
629,2015-01-10,22:48
630,2015-01-11,11:42
631,2015-01-11,11:44
632,2015-01-11,11:44
633,2015-01-11,11:51
634,2015-01-11,12:14
635,2015-01-11,12:18
636,2015-01-11,12:34
637,2015-01-11,12:44
638,2015-01-11,12:49
639,2015-01-11,13:23
640,2015-01-11,13:28
641,2015-01-11,13:37
642,2015-01-11,13:40
643,2015-01-11,13:43
644,2015-01-11,13:52
645,2015-01-11,14:03
646,2015-01-11,14:07
647,2015-01-11,14:07
648,2015-01-11,14:17
649,2015-01-11,14:29
650,2015-01-11,14:34
651,2015-01-11,14:49
652,2015-01-11,16:03
653,2015-01-11,16:18
654,2015-01-11,16:34
655,2015-01-11,16:43
656,2015-01-11,16:44
657,2015-01-11,16:45
658,2015-01-11,16:55
659,2015-01-11,16:56
660,2015-01-11,17:09
661,2015-01-11,17:18
662,2015-01-11,17:21
663,2015-01-11,17:29
664,2015-01-11,17:35
665,2015-01-11,17:42
666,2015-01-11,17:42
667,2015-01-11,18:13
668,2015-01-11,18:13
669,2015-01-11,18:40
670,2015-01-11,18:46
671,2015-01-11,19:18
672,2015-01-11,19:18
673,2015-01-11,19:28
674,2015-01-11,19:33
675,2015-01-11,19:33
676,2015-01-11,19:44
677,2015-01-11,19:51
678,2015-01-11,19:52
679,2015-01-11,20:31
680,2015-01-11,21:07
681,2015-01-11,21:29
682,2015-01-12,11:38
683,2015-01-12,11:39
684,2015-01-12,12:01
685,2015-01-12,12:11
686,2015-01-12,12:13
687,2015-01-12,12:21
688,2015-01-12,12:26
689,2015-01-12,12:33
690,2015-01-12,12:42
691,2015-01-12,12:45
692,2015-01-12,12:53
693,2015-01-12,13:04
694,2015-01-12,13:30
695,2015-01-12,13:33
696,2015-01-12,13:49
697,2015-01-12,13:58
698,2015-01-12,14:08
699,2015-01-12,14:27
700,2015-01-12,14:31
701,2015-01-12,14:33
702,2015-01-12,14:38
703,2015-01-12,15:08
704,2015-01-12,15:28
705,2015-01-12,15:31
706,2015-01-12,15:39
707,2015-01-12,15:41
708,2015-01-12,15:52
709,2015-01-12,15:53
710,2015-01-12,15:59
711,2015-01-12,16:21
712,2015-01-12,16:22
713,2015-01-12,16:31
714,2015-01-12,16:55
715,2015-01-12,17:05
716,2015-01-12,17:06
717,2015-01-12,17:24
718,2015-01-12,17:46
719,2015-01-12,17:52
720,2015-01-12,17:53
721,2015-01-12,18:17
722,2015-01-12,18:20
723,2015-01-12,18:21
724,2015-01-12,18:24
725,2015-01-12,18:33
726,2015-01-12,18:34
727,2015-01-12,18:44
728,2015-01-12,18:53
729,2015-01-12,19:20
730,2015-01-12,19:22
731,2015-01-12,19:27
732,2015-01-12,19:30
733,2015-01-12,19:57
734,2015-01-12,20:00
735,2015-01-12,20:35
736,2015-01-12,21:35
737,2015-01-13,11:31
738,2015-01-13,12:16
739,2015-01-13,12:19
740,2015-01-13,12:29
741,2015-01-13,12:49
742,2015-01-13,12:53
743,2015-01-13,13:08
744,2015-01-13,13:34
745,2015-01-13,13:36
746,2015-01-13,13:41
747,2015-01-13,14:15
748,2015-01-13,14:27
749,2015-01-13,14:29
750,2015-01-13,14:48
751,2015-01-13,15:07
752,2015-01-13,15:19
753,2015-01-13,15:22
754,2015-01-13,15:47
755,2015-01-13,15:50
756,2015-01-13,15:55
757,2015-01-13,16:10
758,2015-01-13,16:14
759,2015-01-13,16:14
760,2015-01-13,16:27
761,2015-01-13,16:30
762,2015-01-13,16:36
763,2015-01-13,16:38
764,2015-01-13,16:39
765,2015-01-13,17:11
766,2015-01-13,17:21
767,2015-01-13,17:21
768,2015-01-13,17:23
769,2015-01-13,17:43
770,2015-01-13,17:44
771,2015-01-13,17:59
772,2015-01-13,18:07
773,2015-01-13,18:18
774,2015-01-13,18:31
775,2015-01-13,18:42
776,2015-01-13,18:50
777,2015-01-13,19:10
778,2015-01-13,19:18
779,2015-01-13,19:19
780,2015-01-13,20:12
781,2015-01-13,20:31
782,2015-01-13,20:36
783,2015-01-13,21:17
784,2015-01-13,21:39
785,2015-01-14,11:28
786,2015-01-14,11:35
787,2015-01-14,11:45
788,2015-01-14,11:46
789,2015-01-14,11:51
790,2015-01-14,12:07
791,2015-01-14,12:23
792,2015-01-14,12:37
793,2015-01-14,12:38
794,2015-01-14,12:39
795,2015-01-14,12:42
796,2015-01-14,12:43
797,2015-01-14,12:50
798,2015-01-14,12:50
799,2015-01-14,12:51
800,2015-01-14,12:54
801,2015-01-14,13:10
802,2015-01-14,13:23
803,2015-01-14,13:37
804,2015-01-14,13:42
805,2015-01-14,14:07
806,2015-01-14,14:12
807,2015-01-14,14:15
808,2015-01-14,14:15
809,2015-01-14,14:26
810,2015-01-14,14:48
811,2015-01-14,14:48
812,2015-01-14,15:37
813,2015-01-14,16:09
814,2015-01-14,16:21
815,2015-01-14,16:38
816,2015-01-14,17:04
817,2015-01-14,17:10
818,2015-01-14,17:15
819,2015-01-14,17:21
820,2015-01-14,17:24
821,2015-01-14,17:37
822,2015-01-14,17:38
823,2015-01-14,17:42
824,2015-01-14,17:53
825,2015-01-14,18:06
826,2015-01-14,18:06
827,2015-01-14,18:09
828,2015-01-14,18:23
829,2015-01-14,18:27
830,2015-01-14,18:38
831,2015-01-14,18:38
832,2015-01-14,18:47
833,2015-01-14,19:07
834,2015-01-14,19:25
835,2015-01-14,19:56
836,2015-01-14,20:08
837,2015-01-14,20:12
838,2015-01-14,20:33
839,2015-01-14,20:40
840,2015-01-14,20:46
841,2015-01-14,20:57
842,2015-01-14,21:09
843,2015-01-14,21:32
844,2015-01-14,21:36
845,2015-01-14,21:42
846,2015-01-14,22:16
847,2015-01-15,11:37
848,2015-01-15,11:56
849,2015-01-15,12:08
850,2015-01-15,12:15
851,2015-01-15,12:20
852,2015-01-15,12:33
853,2015-01-15,12:36
854,2015-01-15,12:51
855,2015-01-15,12:56
856,2015-01-15,12:59
857,2015-01-15,13:01
858,2015-01-15,13:03
859,2015-01-15,13:05
860,2015-01-15,13:07
861,2015-01-15,13:08
862,2015-01-15,13:10
863,2015-01-15,13:12
864,2015-01-15,14:04
865,2015-01-15,14:10
866,2015-01-15,14:18
867,2015-01-15,14:19
868,2015-01-15,14:27
869,2015-01-15,14:31
870,2015-01-15,14:38
871,2015-01-15,14:45
872,2015-01-15,14:48
873,2015-01-15,15:06
874,2015-01-15,15:20
875,2015-01-15,15:23
876,2015-01-15,15:27
877,2015-01-15,15:32
878,2015-01-15,16:05
879,2015-01-15,16:12
880,2015-01-15,16:19
881,2015-01-15,16:40
882,2015-01-15,16:44
883,2015-01-15,16:56
884,2015-01-15,16:57
885,2015-01-15,16:57
886,2015-01-15,17:05
887,2015-01-15,17:13
888,2015-01-15,17:14
889,2015-01-15,17:27
890,2015-01-15,17:32
891,2015-01-15,17:43
892,2015-01-15,18:04
893,2015-01-15,18:15
894,2015-01-15,18:17
895,2015-01-15,18:18
896,2015-01-15,18:27
897,2015-01-15,18:53
898,2015-01-15,18:56
899,2015-01-15,19:06
900,2015-01-15,19:09
901,2015-01-15,19:16
902,2015-01-15,19:21
903,2015-01-15,19:27
904,2015-01-15,20:07
905,2015-01-15,20:12
906,2015-01-15,20:51
907,2015-01-15,20:54
908,2015-01-15,21:42
909,2015-01-16,11:19
910,2015-01-16,11:25
911,2015-01-16,11:36
912,2015-01-16,11:39
913,2015-01-16,11:55
914,2015-01-16,12:14
915,2015-01-16,12:20
916,2015-01-16,12:30
917,2015-01-16,12:34
918,2015-01-16,13:06
919,2015-01-16,13:11
920,2015-01-16,13:16
921,2015-01-16,13:18
922,2015-01-16,13:19
923,2015-01-16,13:23
924,2015-01-16,13:27
925,2015-01-16,13:42
926,2015-01-16,13:51
927,2015-01-16,13:59
928,2015-01-16,14:14
929,2015-01-16,14:24
930,2015-01-16,15:00
931,2015-01-16,15:27
932,2015-01-16,15:33
933,2015-01-16,15:49
934,2015-01-16,15:55
935,2015-01-16,16:14
936,2015-01-16,16:19
937,2015-01-16,16:20
938,2015-01-16,16:43
939,2015-01-16,16:59
940,2015-01-16,17:05
941,2015-01-16,17:09
942,2015-01-16,17:18
943,2015-01-16,17:22
944,2015-01-16,17:54
945,2015-01-16,17:58
946,2015-01-16,18:00
947,2015-01-16,18:13
948,2015-01-16,18:42
949,2015-01-16,18:52
950,2015-01-16,18:57
951,2015-01-16,19:03
952,2015-01-16,19:05
953,2015-01-16,19:12
954,2015-01-16,19:14
955,2015-01-16,19:24
956,2015-01-16,19:24
957,2015-01-16,19:32
958,2015-01-16,19:33
959,2015-01-16,19:34
960,2015-01-16,19:35
961,2015-01-16,19:42
962,2015-01-16,19:55
963,2015-01-16,20:06
964,2015-01-16,20:24
965,2015-01-16,20:41
966,2015-01-16,20:59
967,2015-01-16,21:03
968,2015-01-16,21:23
969,2015-01-16,21:36
970,2015-01-16,21:44
971,2015-01-16,21:46
972,2015-01-16,22:03
973,2015-01-16,22:06
974,2015-01-16,22:06
975,2015-01-16,22:10
976,2015-01-17,11:53
977,2015-01-17,12:01
978,2015-01-17,12:24
979,2015-01-17,12:57
980,2015-01-17,12:58
981,2015-01-17,13:56
982,2015-01-17,14:12
983,2015-01-17,14:29
984,2015-01-17,14:33
985,2015-01-17,14:34
986,2015-01-17,14:35
987,2015-01-17,14:41
988,2015-01-17,14:44
989,2015-01-17,15:08
990,2015-01-17,15:30
991,2015-01-17,15:43
992,2015-01-17,15:49
993,2015-01-17,16:16
994,2015-01-17,16:19
995,2015-01-17,16:57
996,2015-01-17,17:11
997,2015-01-17,17:16
998,2015-01-17,17:19
999,2015-01-17,17:21
1000,2015-01-17,17:24
1001,2015-01-17,17:28
1002,2015-01-17,17:29
1003,2015-01-17,17:31
1004,2015-01-17,17:44
1005,2015-01-17,17:49
1006,2015-01-17,18:28
1007,2015-01-17,18:35
1008,2015-01-17,18:49
1009,2015-01-17,18:58
1010,2015-01-17,19:15
1011,2015-01-17,19:20
1012,2015-01-17,19:25
1013,2015-01-17,19:26
1014,2015-01-17,19:38
1015,2015-01-17,19:42
1016,2015-01-17,19:44
1017,2015-01-17,20:13
1018,2015-01-17,20:38
1019,2015-01-17,20:50
1020,2015-01-17,21:04
1021,2015-01-17,21:11
1022,2015-01-17,21:16
1023,2015-01-17,21:20
1024,2015-01-17,21:21
1025,2015-01-17,21:49
1026,2015-01-17,21:55
1027,2015-01-17,21:57
1028,2015-01-17,22:02
1029,2015-01-17,22:06
1030,2015-01-17,22:13
1031,2015-01-18,11:39
1032,2015-01-18,11:45
1033,2015-01-18,11:54
1034,2015-01-18,12:07
1035,2015-01-18,12:13
1036,2015-01-18,12:49
1037,2015-01-18,13:04
1038,2015-01-18,13:14
1039,2015-01-18,13:33
1040,2015-01-18,13:56
1041,2015-01-18,13:59
1042,2015-01-18,14:06
1043,2015-01-18,14:07
1044,2015-01-18,14:20
1045,2015-01-18,14:22
1046,2015-01-18,14:39
1047,2015-01-18,14:50
1048,2015-01-18,14:53
1049,2015-01-18,14:57
1050,2015-01-18,15:05
1051,2015-01-18,15:08
1052,2015-01-18,15:28
1053,2015-01-18,15:43
1054,2015-01-18,15:56
1055,2015-01-18,16:07
1056,2015-01-18,16:12
1057,2015-01-18,16:18
1058,2015-01-18,16:30
1059,2015-01-18,16:30
1060,2015-01-18,16:39
1061,2015-01-18,17:17
1062,2015-01-18,17:21
1063,2015-01-18,17:28
1064,2015-01-18,17:30
1065,2015-01-18,17:48
1066,2015-01-18,18:10
1067,2015-01-18,18:13
1068,2015-01-18,18:16
1069,2015-01-18,18:19
1070,2015-01-18,18:21
